id_compra,id_jugador,id_juego,monto,fecha
3734,4362,127,28.56,4/5/2025
4544,2410,29,28.55,3/25/2025
616,1851,10,28.54,3/6/2025
1153,1780,248,28.53,3/31/2025
6047,1221,186,28.53,6/2/2025
7683,1936,310,28.53,5/12/2025
699,1254,5,28.49,2/1/2025
4783,,271,28.48,4/28/2025
4,3050,324,28.46,3/31/2025
7509,488,242,28.46,6/9/2025
3397,265,184,28.44,4/24/2025
5270,4658,277,28.44,2/10/2025
483,1874,134,28.43,6/16/2025
3025,791,278,28.43,1/18/2025
4759,1733,94,28.43,1/20/2025
3477,4411,54,28.4,3/14/2025
7819,1750,62,28.4,3/31/2025
219,1289,127,28.39,4/6/2025
193,657,281,28.38,1/21/2025
486,139,337,28.38,6/4/2025
6910,1781,7,28.38,3/11/2025
1405,2046,297,28.37,6/2/2025
1594,3434,205,28.37,3/30/2025
1823,13,185,28.37,2/22/2025
7734,3597,154,28.37,2/6/2025
7804,2073,271,28.36,2/26/2025
2853,431,223,28.35,4/5/2025
6917,4247,31,28.35,4/17/2025
1986,4509,188,28.34,5/31/2025
1861,879,65,28.33,4/10/2025
2974,59,85,28.33,2/9/2025
3184,4019,41,28.33,6/14/2025
7011,2847,23,28.33,1/16/2025
3074,868,262,28.32,2/9/2025
5685,3359,143,28.32,3/10/2025
2592,4246,139,28.31,4/28/2025
4804,3087,327,28.31,2/3/2025
7354,1178,249,28.31,2/16/2025
6550,2741,103,28.29,2/16/2025
7054,4447,248,28.28,12/25/2024
2373,174,302,28.26,2/11/2025
1412,2060,261,28.25,3/24/2025
5859,3858,192,28.25,3/27/2025
928,2908,130,28.24,4/21/2025
3141,1068,68,28.24,1/20/2025
4595,246,126,28.21,3/17/2025
843,2368,182,28.2,3/14/2025
4781,4844,85,28.2,5/21/2025
2695,1475,24,28.19,5/11/2025
7767,1625,173,28.18,1/31/2025
6666,4680,311,28.17,3/12/2025
5041,1481,84,28.16,1/14/2025
2924,749,17,28.15,6/14/2025
5142,1618,14,28.15,12/25/2024
2897,415,164,28.14,5/27/2025
1828,200,92,28.12,4/18/2025
5146,277,74,28.12,4/7/2025
1689,2172,155,28.11,2/18/2025
2141,4661,60,28.11,6/9/2025
4426,1147,291,28.11,12/25/2024
4925,,64,28.11,4/4/2025
6193,2727,174,28.11,2/13/2025
6503,3370,62,28.11,5/1/2025
5216,2315,250,28.1,3/13/2025
1984,4800,291,28.09,6/8/2025
2774,2681,156,28.09,4/14/2025
1697,4549,147,28.08,1/13/2025
2008,3385,138,28.08,1/21/2025
4093,1601,164,28.08,1/26/2025
6981,2792,296,28.08,4/30/2025
5940,2341,118,28.07,2/17/2025
579,1694,32,28.05,2/13/2025
4776,2660,99,28.05,4/10/2025
1443,,340,28.04,4/24/2025
3364,2939,198,28.04,3/9/2025
4632,3882,319,28.04,1/21/2025
6892,2958,231,28.04,1/12/2025
7772,1850,89,28.03,4/6/2025
5295,886,79,28.02,1/21/2025
648,3623,287,28,5/9/2025
7649,3178,262,28,1/19/2025
1487,4957,197,27.99,4/22/2025
1871,2911,251,27.99,3/4/2025
3826,3365,79,27.99,1/13/2025
5398,,6,27.99,1/20/2025
1238,3281,311,27.97,5/22/2025
2420,4520,163,27.97,4/27/2025
756,1905,94,27.96,4/16/2025
2912,3048,192,27.96,5/26/2025
5587,2970,79,27.96,5/30/2025
3566,3075,3,27.95,5/23/2025
5812,1868,79,27.95,1/14/2025
7452,4115,144,27.95,3/24/2025
6197,3743,323,27.94,6/12/2025
2179,,175,27.92,4/2/2025
2860,1789,43,27.92,1/16/2025
4499,3880,188,27.91,2/22/2025
7084,4488,123,27.91,3/11/2025
2635,4180,148,27.9,12/29/2024
675,4850,124,27.89,4/29/2025
4665,3967,37,27.89,5/18/2025
6350,820,47,27.89,1/6/2025
2149,1184,153,27.88,1/6/2025
7204,3146,335,27.88,4/23/2025
5407,1192,299,27.87,4/9/2025
553,3251,211,27.86,2/13/2025
2798,4721,23,27.86,2/24/2025
6536,3860,71,27.85,6/6/2025
2838,1877,137,27.84,6/18/2025
5642,3032,241,27.84,4/5/2025
7179,123,191,27.84,1/1/2025
3154,3016,290,27.82,12/24/2024
5016,1486,101,27.81,5/1/2025
993,1746,337,27.8,5/13/2025
2416,1397,271,27.8,5/25/2025
3287,3629,53,27.8,5/27/2025
7935,469,70,27.8,4/24/2025
2827,2137,7,27.79,4/14/2025
6896,2035,165,27.79,3/2/2025
4964,2770,261,27.78,4/23/2025
3549,1508,6,27.77,4/23/2025
64,428,30,27.76,5/5/2025
2561,3570,42,27.76,12/30/2024
6481,2725,308,27.76,4/25/2025
380,,14,27.75,2/9/2025
3117,715,194,27.75,3/30/2025
4191,4015,68,27.74,2/6/2025
2826,487,79,27.72,3/11/2025
3700,1817,246,27.71,5/18/2025
7610,4804,85,27.71,1/16/2025
2710,666,86,27.69,6/13/2025
4395,4714,209,27.69,6/13/2025
7681,1031,180,27.69,1/4/2025
3482,,192,27.67,12/26/2024
3636,4296,174,27.65,5/28/2025
100,,31,27.63,3/30/2025
3052,149,97,27.62,5/5/2025
2856,4673,313,27.61,6/19/2025
916,1869,4,27.6,1/27/2025
2412,2628,227,27.59,2/10/2025
6815,2525,130,27.59,3/10/2025
2049,3962,102,27.58,3/15/2025
3150,580,26,27.58,5/21/2025
199,3880,19,27.57,1/8/2025
776,2781,335,27.57,1/1/2025
6062,3899,181,27.57,2/3/2025
7128,118,209,27.56,5/2/2025
2678,1226,42,27.55,4/10/2025
6529,1847,181,27.55,1/26/2025
1554,580,220,27.54,4/6/2025
3398,46,253,27.53,3/7/2025
3846,4606,136,27.53,4/15/2025
2071,1210,76,27.52,5/24/2025
2472,2539,80,27.52,2/26/2025
4483,1654,280,27.52,2/11/2025
7666,1231,49,27.52,3/25/2025
2486,2086,88,27.51,3/12/2025
7650,3953,346,27.51,3/29/2025
5034,2009,280,27.48,2/21/2025
5701,,104,27.48,5/7/2025
644,1798,37,27.47,12/30/2024
7741,4777,224,27.47,2/9/2025
265,,184,27.45,2/11/2025
4735,4402,42,27.45,1/23/2025
7559,3370,274,27.45,3/15/2025
1254,1927,332,27.44,1/2/2025
544,,163,27.43,6/11/2025
3434,,97,27.41,4/2/2025
3640,3985,107,27.41,1/6/2025
6218,3179,208,27.4,5/10/2025
2683,4137,326,27.39,1/29/2025
5338,3190,67,27.39,6/17/2025
6474,2836,13,27.36,1/14/2025
478,,63,27.35,3/9/2025
658,1568,195,27.35,1/11/2025
2023,1837,252,27.35,4/14/2025
2920,1502,283,27.34,2/11/2025
4643,2655,8,27.34,1/4/2025
5455,1765,260,27.34,1/6/2025
2200,1098,299,27.33,1/21/2025
2410,2339,191,27.32,2/25/2025
481,1648,179,27.3,12/25/2024
2797,2596,113,27.3,3/16/2025
7514,,124,27.3,4/26/2025
7165,4524,254,27.29,2/3/2025
4397,3802,123,27.28,5/30/2025
3881,,303,27.27,2/2/2025
318,2925,5,27.26,5/31/2025
7090,2391,231,27.26,1/2/2025
1826,4806,92,27.25,1/27/2025
3217,2267,345,27.24,2/8/2025
4164,3114,176,27.24,1/12/2025
2940,1803,24,27.23,1/3/2025
1681,3336,144,27.22,1/23/2025
3041,987,209,27.22,5/13/2025
3729,3972,103,27.22,2/2/2025
3346,1281,143,27.21,5/28/2025
6864,1849,231,27.21,3/23/2025
2631,1564,311,27.2,2/23/2025
576,1509,268,27.19,1/28/2025
5531,4323,48,27.19,5/31/2025
2745,696,272,27.18,1/14/2025
2143,2538,201,27.17,1/29/2025
4816,1552,303,27.17,3/11/2025
2413,1151,20,27.15,1/24/2025
2794,,21,27.15,4/3/2025
4525,4303,17,27.13,4/25/2025
1677,4342,69,27.12,3/17/2025
2989,4124,245,27.12,6/1/2025
7769,4246,209,27.12,1/23/2025
1221,399,157,27.1,4/6/2025
5754,1397,270,27.09,6/17/2025
6875,,152,27.08,2/14/2025
323,3823,148,27.07,4/11/2025
4262,107,192,27.06,6/20/2025
1213,1387,291,27.05,12/26/2024
1522,911,223,27.05,5/26/2025
7823,1347,166,27.04,2/18/2025
6055,4335,30,27.03,4/1/2025
1659,1053,213,27.02,5/17/2025
4561,4785,201,27.02,1/25/2025
7744,164,205,27.02,6/6/2025
3601,3537,153,27,4/8/2025
3518,821,62,26.99,1/25/2025
6387,4119,52,26.99,1/14/2025
6831,1170,50,26.99,4/13/2025
6882,1649,150,26.99,5/29/2025
721,1535,327,26.98,5/14/2025
3925,387,23,26.98,6/17/2025
4218,1663,304,26.98,5/4/2025
7671,2461,322,26.98,2/21/2025
2422,4348,34,26.97,1/20/2025
3086,4190,11,26.96,6/13/2025
3480,3248,335,26.95,6/13/2025
3686,4167,297,26.95,4/16/2025
5840,4995,194,26.91,6/3/2025
7984,1994,81,26.9,5/18/2025
3859,3970,322,26.88,3/16/2025
5759,4774,186,26.88,6/12/2025
7680,4903,283,26.85,4/11/2025
1325,295,80,26.84,4/28/2025
3559,4229,308,26.84,5/9/2025
5031,2628,225,26.84,6/19/2025
2403,3564,14,26.83,1/9/2025
4410,3358,350,26.83,4/26/2025
4254,1589,22,26.81,5/28/2025
4190,3589,103,26.8,3/25/2025
6619,3963,117,26.8,2/12/2025
4283,2162,14,26.79,2/15/2025
6424,1155,9,26.78,3/5/2025
3908,2803,321,26.77,6/13/2025
4336,2181,244,26.77,1/16/2025
4727,1133,34,26.75,4/30/2025
6176,,339,26.74,4/15/2025
1981,1478,298,26.73,3/31/2025
1777,1845,326,26.72,6/1/2025
6259,2730,271,26.72,6/19/2025
4978,24,136,26.71,5/24/2025
6288,1884,218,26.71,6/13/2025
1471,619,218,26.7,6/4/2025
5212,1855,267,26.69,2/2/2025
6433,1507,263,26.68,12/28/2024
2289,1630,158,26.66,5/28/2025
523,,326,26.65,5/22/2025
6595,,88,26.65,2/17/2025
7962,961,327,26.65,3/27/2025
5775,378,180,26.63,12/28/2024
3466,1648,211,26.62,2/9/2025
4147,3683,177,26.62,6/14/2025
4573,2480,197,26.62,6/17/2025
4666,1656,38,26.62,5/16/2025
4025,2269,96,26.61,4/24/2025
7266,2417,239,26.61,5/8/2025
5752,4259,32,26.6,4/1/2025
2415,1379,41,26.59,12/26/2024
3313,4896,270,26.58,2/2/2025
2011,898,332,26.57,12/29/2024
2858,3713,285,26.57,12/31/2024
3545,1385,323,26.56,4/10/2025
4466,3850,204,26.56,5/30/2025
3123,8,257,26.55,5/7/2025
882,4746,146,26.54,6/10/2025
1559,177,258,26.54,1/22/2025
3608,3862,5,26.54,1/20/2025
2052,,321,26.53,5/18/2025
611,2660,312,26.52,2/3/2025
5242,167,124,26.51,4/30/2025
3376,2760,307,26.5,3/31/2025
2707,1372,269,26.49,5/27/2025
4136,1319,108,26.49,4/10/2025
7942,4211,350,26.47,6/1/2025
5221,3113,97,26.46,2/1/2025
739,1742,183,26.45,5/13/2025
622,3493,242,26.44,5/18/2025
3570,2067,185,26.44,6/7/2025
5960,3677,281,26.44,1/24/2025
1220,4790,162,26.43,3/21/2025
2355,3590,156,26.43,6/3/2025
3816,3872,347,26.43,3/3/2025
5086,610,8,26.43,2/19/2025
5335,4228,35,26.42,6/2/2025
6345,3206,230,26.41,4/27/2025
7737,3220,122,26.4,3/21/2025
6077,712,228,26.39,4/24/2025
3195,1171,146,26.38,6/17/2025
88,1357,314,26.37,3/7/2025
147,4168,23,26.37,6/17/2025
1956,4107,323,26.37,2/25/2025
4428,3537,331,26.37,1/22/2025
4682,3014,133,26.37,1/31/2025
7419,2946,305,26.37,6/7/2025
1400,2832,217,26.36,4/6/2025
5654,2833,72,26.36,6/10/2025
5784,1595,134,26.36,12/27/2024
6429,3426,75,26.36,12/26/2024
1350,4137,185,26.35,2/20/2025
3179,179,111,26.35,1/28/2025
5573,20,232,26.34,1/13/2025
5852,4398,124,26.34,4/3/2025
6289,976,177,26.34,6/3/2025
2101,3776,345,26.32,5/10/2025
4379,1542,219,26.32,1/16/2025
1646,3520,285,26.3,3/8/2025
1909,1747,313,26.3,3/27/2025
2480,3764,305,26.3,2/1/2025
2632,3513,181,26.3,5/28/2025
1947,2901,291,26.28,6/3/2025
1562,2808,240,26.26,6/12/2025
6084,421,234,26.26,5/10/2025
5355,939,256,26.25,2/24/2025
5552,3010,311,26.24,2/9/2025
7314,829,194,26.24,3/10/2025
34,3851,305,26.23,4/1/2025
1931,1796,265,26.23,2/13/2025
7461,3443,215,26.23,3/23/2025
6,4466,72,26.22,3/29/2025
4950,3729,258,26.22,5/9/2025
7495,,134,26.22,1/10/2025
1301,4150,321,26.21,1/14/2025
3538,3694,260,26.21,4/19/2025
6541,3579,336,26.21,5/21/2025
266,4539,166,26.2,1/30/2025
4089,944,138,26.2,2/24/2025
5247,4751,289,26.2,5/25/2025
2979,1309,328,26.19,3/11/2025
3304,1859,290,26.19,2/16/2025
1605,3220,57,26.17,12/27/2024
4843,4449,217,26.16,2/25/2025
672,1564,160,26.14,1/6/2025
1705,1359,127,26.14,3/25/2025
5094,1705,42,26.14,2/28/2025
946,330,75,26.12,2/28/2025
1499,1225,282,26.12,3/31/2025
2804,1438,43,26.1,4/27/2025
3210,4631,36,26.1,2/27/2025
356,599,231,26.09,4/14/2025
6075,4763,7,26.09,1/9/2025
321,1710,139,26.08,5/20/2025
3170,,307,26.08,2/7/2025
711,1184,104,26.07,4/9/2025
6618,487,99,26.07,5/7/2025
4180,2576,229,26.06,5/24/2025
4866,4313,50,26.05,3/10/2025
4064,961,238,26.04,3/17/2025
5263,4553,134,26,4/2/2025
6936,,322,26,1/7/2025
1019,2926,340,25.98,2/27/2025
1812,524,345,25.98,5/31/2025
4515,425,47,25.97,6/21/2025
1268,1317,336,25.96,6/2/2025
4834,3166,150,25.96,12/27/2024
7975,1239,151,25.96,1/8/2025
733,681,136,25.95,6/8/2025
3719,4706,255,25.95,5/17/2025
2708,4616,105,25.94,3/31/2025
3178,3933,138,25.94,6/12/2025
112,4956,94,25.93,2/22/2025
5119,4486,259,25.93,2/20/2025
736,1141,257,25.91,5/22/2025
1838,4640,94,25.91,3/30/2025
3247,1115,141,25.91,5/2/2025
7245,2482,293,25.91,5/30/2025
1515,4049,238,25.9,2/2/2025
4907,491,92,25.9,12/24/2024
4188,2924,270,25.89,3/9/2025
7441,838,266,25.89,4/24/2025
7253,4472,201,25.86,12/30/2024
5584,3984,245,25.85,2/12/2025
6235,2323,97,25.84,4/2/2025
1300,4776,269,25.83,3/25/2025
6604,692,51,25.83,1/24/2025
6813,1511,158,25.83,6/21/2025
2684,3328,264,25.82,2/22/2025
6133,4495,225,25.82,1/6/2025
7808,364,265,25.81,2/10/2025
513,495,57,25.8,12/27/2024
4151,4519,227,25.79,6/18/2025
7881,2420,250,25.79,6/4/2025
1137,2925,349,25.78,1/21/2025
5200,4784,317,25.78,12/31/2024
5340,3038,206,25.78,5/4/2025
5488,1224,20,25.78,2/15/2025
230,4715,329,25.77,2/4/2025
3261,1029,25,25.76,3/3/2025
4760,4467,7,25.75,2/6/2025
3703,4208,105,25.74,3/3/2025
3940,1069,278,25.73,3/11/2025
6002,1014,293,25.72,3/3/2025
5248,2153,295,25.7,2/2/2025
1177,2408,275,25.69,4/8/2025
2555,793,74,25.68,3/2/2025
984,822,339,25.67,4/14/2025
2027,3165,232,25.67,12/28/2024
4247,2474,3,25.66,12/28/2024
6532,4858,90,25.66,2/24/2025
1811,491,213,25.65,12/29/2024
6252,3289,216,25.65,1/1/2025
301,4794,76,25.64,5/18/2025
7175,452,223,25.64,3/3/2025
6241,779,55,25.62,3/27/2025
7809,1630,285,25.62,5/21/2025
1580,4158,88,25.61,12/26/2024
3381,3452,163,25.61,2/10/2025
171,1553,56,25.6,5/30/2025
4579,4113,127,25.6,5/2/2025
1027,3083,108,25.59,2/16/2025
6124,4525,254,25.57,6/18/2025
1929,4660,329,25.55,3/8/2025
4464,1255,292,25.54,5/28/2025
1355,4590,54,25.53,1/7/2025
1693,2651,87,25.52,4/23/2025
3248,564,328,25.52,2/23/2025
3274,4487,118,25.52,2/4/2025
3944,1174,346,25.52,3/4/2025
7488,4768,191,25.52,3/18/2025
4787,2920,175,25.51,5/28/2025
6821,1832,27,25.51,1/6/2025
1831,3976,198,25.5,1/14/2025
2079,4699,79,25.5,3/7/2025
5262,4154,122,25.5,1/21/2025
5495,4220,145,25.5,1/15/2025
3618,4835,216,25.49,1/15/2025
5941,1041,252,25.48,2/22/2025
6759,4356,334,25.48,6/10/2025
866,187,102,25.47,6/14/2025
6410,,303,25.47,1/9/2025
6932,3313,10,25.46,5/11/2025
7596,2465,191,25.46,5/9/2025
1234,2494,325,25.45,6/13/2025
2238,1912,130,25.45,5/19/2025
1943,,332,25.44,3/30/2025
2587,2098,316,25.43,4/16/2025
5924,3220,257,25.43,5/8/2025
1740,1858,301,25.42,5/27/2025
1077,,17,25.38,12/25/2024
1755,526,137,25.36,3/27/2025
1263,4645,64,25.33,2/23/2025
5246,3761,257,25.32,12/31/2024
5360,840,219,25.31,4/23/2025
6524,3183,48,25.31,5/30/2025
1877,3466,105,25.3,4/18/2025
520,736,237,25.29,2/15/2025
3393,130,254,25.29,4/18/2025
309,,344,25.28,3/31/2025
331,3029,104,25.28,5/24/2025
1333,3204,43,25.28,1/18/2025
625,3482,178,25.27,6/14/2025
4158,4055,152,25.26,5/23/2025
305,4651,124,25.25,1/13/2025
1827,2416,11,25.25,2/17/2025
4788,494,8,25.21,1/14/2025
7119,1414,21,25.18,4/21/2025
130,2259,160,25.16,4/21/2025
855,3234,220,25.16,1/30/2025
5483,1555,329,25.16,3/27/2025
286,3161,24,25.14,5/14/2025
2803,4595,37,25.14,1/9/2025
4245,421,209,25.14,6/8/2025
7079,3737,263,25.13,2/16/2025
466,1280,248,25.12,3/7/2025
6203,,211,25.12,2/28/2025
4798,2069,279,25.11,3/7/2025
6717,1183,92,25.1,12/26/2024
329,4852,249,25.09,4/22/2025
3255,1794,113,25.09,2/25/2025
1351,2243,192,25.07,5/23/2025
2203,2050,249,25.07,3/12/2025
2562,94,344,25.06,6/13/2025
5015,3018,257,25.06,3/23/2025
6247,,285,25.04,2/5/2025
6664,,36,25.03,1/10/2025
2182,769,157,25.01,3/6/2025
5432,4859,327,25.01,1/9/2025
6406,2975,229,25.01,4/7/2025
1553,3523,174,24.99,5/17/2025
2713,1976,328,24.99,5/20/2025
3322,4621,8,24.99,2/21/2025
5088,4629,321,24.99,2/10/2025
6175,212,91,24.99,5/3/2025
428,225,345,24.98,3/14/2025
5282,3283,48,24.98,1/3/2025
2298,3779,323,24.96,2/22/2025
7733,4289,73,24.94,2/27/2025
5055,4810,182,24.93,6/17/2025
3508,4461,236,24.92,12/28/2024
1560,1010,195,24.91,3/25/2025
7934,4326,205,24.91,4/25/2025
1281,1048,95,24.9,2/5/2025
5995,1479,128,24.9,4/2/2025
1452,3394,228,24.86,3/29/2025
3042,4844,326,24.86,6/13/2025
3604,1200,344,24.86,4/24/2025
4471,665,242,24.86,2/26/2025
7467,3969,37,24.86,2/25/2025
7012,1918,36,24.85,5/1/2025
1060,4878,227,24.84,5/18/2025
3310,782,182,24.84,3/25/2025
6160,4065,324,24.83,3/9/2025
571,4414,135,24.82,5/24/2025
1988,1869,166,24.82,2/16/2025
2331,664,184,24.82,2/22/2025
1888,3488,48,24.81,2/1/2025
4402,946,143,24.81,1/1/2025
3877,2702,23,24.8,3/12/2025
3956,1505,323,24.8,3/26/2025
3243,2177,35,24.79,2/21/2025
4080,4261,188,24.78,6/1/2025
4833,2086,38,24.77,2/25/2025
6624,248,178,24.77,4/19/2025
7365,4419,347,24.74,2/20/2025
1845,4755,139,24.73,6/17/2025
2359,2994,304,24.73,3/21/2025
5629,1434,59,24.73,3/7/2025
873,4637,338,24.71,5/5/2025
1425,3016,114,24.7,12/24/2024
7840,3880,40,24.69,6/1/2025
6983,4426,58,24.68,1/14/2025
3342,2263,126,24.67,6/18/2025
4459,1036,349,24.65,6/3/2025
4118,4730,130,24.64,3/3/2025
7379,2562,339,24.64,3/21/2025
4519,3347,245,24.6,4/3/2025
6044,1926,233,24.6,4/8/2025
7593,3608,183,24.6,3/15/2025
1084,996,130,24.59,4/10/2025
1033,3949,129,24.56,1/1/2025
3152,4130,302,24.55,3/3/2025
3176,1919,338,24.54,12/30/2024
3569,931,323,24.54,1/19/2025
6681,551,103,24.54,1/22/2025
517,1118,34,24.53,3/4/2025
4485,2771,92,24.53,1/11/2025
6072,2399,116,24.53,1/4/2025
7003,3801,243,24.53,5/27/2025
5709,4151,113,24.52,4/24/2025
6000,1321,233,24.48,4/16/2025
4263,2604,209,24.46,1/20/2025
415,4047,44,24.44,3/5/2025
2404,4435,337,24.44,4/15/2025
7802,116,48,24.44,5/30/2025
6112,413,276,24.43,2/27/2025
6260,4864,93,24.43,2/24/2025
6582,4382,160,24.42,6/11/2025
2666,4734,339,24.4,1/29/2025
3263,,292,24.39,1/9/2025
5316,1164,52,24.39,12/29/2024
5915,2126,180,24.39,5/27/2025
804,2502,301,24.37,6/20/2025
2952,3048,340,24.37,2/21/2025
4377,3582,76,24.37,5/12/2025
1142,3098,207,24.34,2/14/2025
3713,1701,147,24.31,3/16/2025
7249,581,198,24.31,6/9/2025
4277,4419,1,24.3,1/8/2025
2340,2293,100,24.29,3/17/2025
7022,2010,256,24.28,4/29/2025
2792,460,329,24.26,2/20/2025
370,490,46,24.25,2/10/2025
3813,420,76,24.24,4/21/2025
5988,4830,9,24.24,4/15/2025
7709,3755,192,24.23,1/1/2025
3266,838,348,24.22,5/31/2025
1248,3447,162,24.21,5/13/2025
5904,2001,193,24.21,5/29/2025
1143,1541,31,24.2,2/28/2025
713,3875,10,24.19,4/28/2025
3458,4528,131,24.19,4/12/2025
5549,2771,302,24.19,3/30/2025
6108,3790,146,24.19,6/8/2025
72,4301,77,24.18,2/21/2025
1004,598,1,24.18,2/26/2025
4015,3826,178,24.18,6/16/2025
6661,,241,24.18,1/15/2025
7701,1063,109,24.18,4/4/2025
7833,4919,54,24.18,3/16/2025
5480,3246,299,24.17,4/5/2025
5237,3821,248,24.16,1/17/2025
5628,1363,162,24.16,4/30/2025
2215,2768,213,24.15,1/3/2025
4677,2174,61,24.14,3/6/2025
6587,2004,337,24.14,5/29/2025
7344,2871,122,24.13,1/22/2025
1259,798,166,24.12,4/11/2025
93,3869,72,24.09,1/26/2025
6363,2107,98,24.08,4/22/2025
7387,525,122,24.08,2/11/2025
3138,918,140,24.07,3/31/2025
5776,,122,24.06,3/5/2025
6219,2233,99,24.05,3/4/2025
3733,351,140,24.03,2/10/2025
691,1949,347,24.02,4/10/2025
3319,710,126,24.01,1/8/2025
3449,2748,251,24.01,4/24/2025
6942,4221,310,24,1/22/2025
3889,4931,96,23.98,1/30/2025
6725,801,24,23.97,2/19/2025
1172,4497,250,23.95,2/24/2025
4354,4957,318,23.95,2/12/2025
3428,2176,117,23.94,2/20/2025
4065,152,120,23.93,3/10/2025
3990,1649,268,23.92,2/8/2025
2911,2559,16,23.91,3/12/2025
7184,2289,226,23.87,3/15/2025
1799,873,90,23.86,5/9/2025
2771,1059,344,23.86,2/24/2025
6769,3883,193,23.86,1/11/2025
4030,1047,43,23.85,3/28/2025
1954,2632,173,23.84,2/6/2025
5177,3328,170,23.84,6/12/2025
6284,736,46,23.83,6/7/2025
5422,431,41,23.82,6/14/2025
3593,1927,27,23.81,5/8/2025
642,2807,45,23.79,1/17/2025
5073,3754,74,23.79,4/1/2025
1667,3569,273,23.78,6/1/2025
7798,795,194,23.78,1/3/2025
3331,2639,349,23.77,5/19/2025
6756,3618,318,23.77,2/27/2025
2453,2312,240,23.74,5/16/2025
7230,3397,321,23.72,5/18/2025
4501,3770,92,23.71,2/19/2025
6839,,206,23.71,1/5/2025
1360,2382,57,23.7,2/20/2025
3026,4252,75,23.69,3/2/2025
1354,4151,183,23.68,2/19/2025
5559,4491,312,23.68,5/27/2025
5614,1469,85,23.68,4/22/2025
443,967,335,23.67,3/25/2025
6389,2696,325,23.67,3/7/2025
1308,3304,289,23.66,1/31/2025
7979,2266,304,23.65,1/26/2025
5992,1751,41,23.64,1/19/2025
169,45,264,23.63,5/13/2025
1662,3937,253,23.62,1/12/2025
2715,3970,112,23.62,2/4/2025
7188,4007,51,23.62,4/26/2025
3567,1181,189,23.61,6/18/2025
3307,3017,99,23.59,1/24/2025
4046,3028,33,23.57,4/14/2025
3142,1777,280,23.56,4/19/2025
5599,3861,101,23.56,4/10/2025
2000,1239,83,23.55,1/5/2025
2578,3742,144,23.55,3/4/2025
6963,1799,177,23.55,3/27/2025
1061,2796,80,23.54,4/16/2025
2387,3241,141,23.53,1/13/2025
4082,3457,249,23.53,4/9/2025
5972,4622,141,23.52,4/7/2025
2669,3951,301,23.51,2/2/2025
7411,4640,185,23.51,2/27/2025
3971,2123,130,23.49,12/30/2024
2714,4386,251,23.48,5/7/2025
5406,4360,147,23.47,3/4/2025
4923,2842,261,23.45,12/30/2024
3924,4921,313,23.42,2/11/2025
712,1760,56,23.41,6/19/2025
4821,2971,70,23.41,2/22/2025
6202,1578,15,23.41,6/13/2025
7137,2713,35,23.39,5/5/2025
4166,1792,29,23.37,5/1/2025
5452,4655,344,23.36,4/2/2025
4638,89,132,23.35,1/25/2025
7836,992,27,23.33,2/24/2025
554,3220,153,23.32,3/22/2025
2514,1258,263,23.31,3/7/2025
6561,1916,170,23.3,4/13/2025
2730,2702,149,23.29,2/16/2025
5171,2197,123,23.29,4/5/2025
5644,610,346,23.28,5/18/2025
47,2689,159,23.27,3/31/2025
577,1277,183,23.26,2/19/2025
6384,1193,332,23.26,5/19/2025
216,4769,247,23.25,3/18/2025
3638,1210,110,23.25,3/4/2025
5147,4032,198,23.25,5/25/2025
7815,3806,260,23.25,5/23/2025
3831,721,213,23.24,3/13/2025
3988,4314,194,23.24,12/27/2024
2462,1482,262,23.21,3/22/2025
1328,1681,259,23.19,3/10/2025
2018,2840,227,23.19,6/2/2025
3914,4774,164,23.17,3/13/2025
505,1245,194,23.16,2/15/2025
3039,2759,301,23.15,6/4/2025
3678,2304,307,23.15,5/17/2025
2092,2918,179,23.13,3/7/2025
4521,1627,212,23.11,2/23/2025
1721,1245,77,23.06,2/5/2025
68,4762,186,23.04,4/17/2025
378,3497,99,23.03,5/22/2025
4792,14,47,23.03,1/14/2025
6670,2761,42,23.02,3/8/2025
5804,4455,315,23.01,5/27/2025
3450,1020,87,22.99,5/6/2025
3634,4607,43,22.98,6/21/2025
5774,3373,13,22.98,2/4/2025
2248,1514,22,22.96,1/25/2025
7988,1781,36,22.96,6/3/2025
2916,1024,91,22.95,4/5/2025
5999,1002,99,22.95,5/11/2025
4642,3329,251,22.94,5/17/2025
7571,4904,223,22.94,4/5/2025
820,842,181,22.93,2/26/2025
2845,4321,291,22.92,5/5/2025
2345,944,141,22.91,6/12/2025
5017,198,317,22.91,5/17/2025
2945,2422,159,22.9,5/26/2025
3395,2397,13,22.9,4/26/2025
3916,2384,90,22.9,2/4/2025
7228,,1,22.9,1/5/2025
5350,2232,6,22.89,1/13/2025
7152,1272,277,22.89,6/18/2025
5106,222,330,22.88,1/3/2025
965,786,192,22.87,3/6/2025
1223,4086,50,22.87,5/17/2025
4973,4512,97,22.87,2/28/2025
6306,4277,274,22.86,5/1/2025
2510,3231,259,22.85,5/13/2025
3973,1957,158,22.85,2/11/2025
910,4281,18,22.84,1/23/2025
1382,1974,225,22.84,3/15/2025
5359,603,318,22.83,2/22/2025
6244,2387,182,22.83,1/7/2025
7925,2012,24,22.83,6/1/2025
6367,1150,277,22.82,3/18/2025
7742,3678,161,22.81,12/26/2024
1468,4428,181,22.8,3/27/2025
1596,3998,108,22.8,1/27/2025
1673,1778,123,22.8,3/8/2025
6773,1667,37,22.8,2/25/2025
1163,3639,259,22.79,6/9/2025
