id_jugador,id_juego,puntuacion,fecha
698,192,7,4/10/2025
922,108,6,3/30/2025
4415,327,6,12/17/2024
803,99,8,3/8/2025
1695,149,2,12/7/2024
1392,256,9,4/23/2025
4999,226,9,6/13/2025
1925,184,9,6/21/2025
1895,22,9,11/2/2024
2857,124,4,7/27/2024
3424,55,6,10/27/2024
149,317,2,1/17/2025
3783,262,2,3/28/2025
3054,123,1,1/21/2025
4526,84,4,6/17/2025
2014,177,6,7/21/2024
192,23,3,7/22/2024
1334,203,10,6/14/2025
926,186,3,10/29/2024
3969,279,5,4/24/2025
4827,46,9,3/16/2025
2245,133,1,5/7/2025
1255,103,8,12/8/2024
28,174,5,9/4/2024
3731,207,6,7/14/2024
2538,88,3,1/6/2025
1331,65,1,9/2/2024
897,187,,1/3/2025
2762,135,2,6/20/2025
256,131,7,6/2/2025
3041,236,,7/14/2024
3494,310,1,5/22/2025
4946,221,9,1/2/2025
4670,221,3,7/18/2024
2383,333,3,7/28/2024
3705,201,4,8/12/2024
1944,331,3,3/31/2025
1990,183,7,7/1/2024
3280,325,8,7/22/2024
3641,79,8,7/5/2024
3715,235,5,9/11/2024
934,269,,5/18/2025
1888,283,5,5/3/2025
2569,177,2,8/27/2024
4775,188,9,8/6/2024
4698,227,10,4/16/2025
3629,219,5,9/7/2024
4067,264,2,7/28/2024
3418,195,6,5/3/2025
3700,299,1,1/26/2025
2463,70,6,3/27/2025
4741,242,1,12/3/2024
4035,236,7,2/12/2025
4837,285,5,8/21/2024
3206,178,1,3/26/2025
2863,170,8,3/13/2025
834,312,8,2/6/2025
4713,2,6,3/21/2025
4902,53,6,8/25/2024
520,247,2,11/5/2024
1897,270,5,4/18/2025
494,19,4,12/2/2024
1272,113,8,2/17/2025
4448,243,4,8/8/2024
397,345,3,2/24/2025
3681,322,10,10/20/2024
4372,51,3,12/20/2024
457,276,2,2/9/2025
4272,308,3,10/4/2024
1636,228,7,3/18/2025
40,310,1,4/25/2025
330,78,1,12/13/2024
4292,131,6,6/19/2025
910,304,8,2/2/2025
3381,233,1,2/26/2025
1102,143,1,7/11/2024
1096,248,6,7/19/2024
680,92,8,4/13/2025
2132,290,7,12/7/2024
3378,92,10,7/14/2024
1568,146,3,10/16/2024
4781,253,5,9/21/2024
594,158,10,3/8/2025
1676,66,10,10/26/2024
2360,282,4,4/3/2025
1277,50,5,1/17/2025
2466,181,,7/28/2024
1437,58,5,6/1/2025
1798,220,10,4/26/2025
872,283,3,3/22/2025
2442,56,8,9/14/2024
497,20,6,6/17/2025
4731,248,7,11/15/2024
2659,247,7,2/6/2025
1560,107,9,2/22/2025
807,217,2,11/5/2024
1003,142,8,8/17/2024
3029,46,5,4/25/2025
3177,108,2,6/4/2025
2483,54,7,7/17/2024
4324,258,9,11/9/2024
470,58,4,7/1/2024
3405,147,8,8/12/2024
2967,93,3,4/26/2025
1990,318,2,5/8/2025
3486,273,3,10/10/2024
1498,41,1,7/6/2024
4206,99,3,8/11/2024
4659,250,1,10/23/2024
245,70,9,10/12/2024
2696,72,,7/20/2024
1686,201,2,12/20/2024
1956,202,7,2/17/2025
2782,334,,12/18/2024
4555,295,8,10/27/2024
55,173,2,9/8/2024
4700,60,,11/5/2024
3782,99,5,8/6/2024
3493,320,3,5/7/2025
2041,253,8,11/2/2024
2949,237,10,8/15/2024
4242,60,6,12/7/2024
3637,3,,5/19/2025
629,299,9,9/29/2024
3362,32,3,7/24/2024
1409,295,5,10/15/2024
2760,245,6,12/29/2024
4049,209,5,10/26/2024
4754,86,2,11/10/2024
1397,57,10,10/6/2024
4510,30,,8/27/2024
2350,18,7,3/26/2025
4827,305,,3/27/2025
4486,72,4,4/26/2025
134,203,3,9/28/2024
2504,225,6,2/8/2025
3367,77,9,3/11/2025
1995,202,5,7/10/2024
1647,238,1,7/17/2024
3703,242,4,6/13/2025
1513,152,1,12/28/2024
3256,85,9,3/19/2025
1994,150,2,12/6/2024
242,307,10,9/12/2024
4256,57,7,3/21/2025
3392,323,2,1/24/2025
227,24,4,3/19/2025
955,204,6,2/3/2025
18,253,8,2/17/2025
1272,289,7,4/28/2025
2234,208,8,4/24/2025
3185,38,6,6/27/2024
495,81,1,8/16/2024
4990,117,9,8/24/2024
2101,95,4,3/9/2025
1148,49,,7/16/2024
760,301,2,6/27/2024
2633,163,9,11/21/2024
2480,154,3,7/22/2024
453,61,2,4/5/2025
105,269,6,6/8/2025
667,54,7,1/7/2025
2260,113,9,12/25/2024
3807,79,7,6/5/2025
3121,276,9,5/15/2025
2490,228,2,2/28/2025
4643,196,10,1/1/2025
1125,210,5,9/11/2024
979,332,8,9/22/2024
2296,102,3,8/30/2024
2232,176,3,8/5/2024
4810,130,7,4/9/2025
3609,169,6,3/26/2025
1721,87,4,2/16/2025
3067,204,9,10/13/2024
1605,247,4,9/2/2024
224,304,4,5/1/2025
1500,347,2,4/11/2025
3843,313,6,2/4/2025
4361,171,,7/27/2024
1262,343,4,11/13/2024
255,23,,10/16/2024
2389,158,10,12/8/2024
4785,68,4,11/21/2024
3082,104,2,2/17/2025
4458,68,1,11/2/2024
2629,126,3,5/26/2025
3806,149,6,7/3/2024
4235,137,1,12/3/2024
1920,59,7,8/13/2024
3461,341,1,10/2/2024
872,214,1,1/10/2025
252,315,9,6/17/2025
2940,240,1,7/29/2024
669,311,1,12/22/2024
1411,304,6,6/7/2025
3660,168,7,9/15/2024
4917,186,4,6/20/2025
3244,344,8,7/5/2024
3413,260,2,8/11/2024
568,317,1,9/7/2024
4673,184,1,1/30/2025
3896,44,7,7/10/2024
4738,102,10,4/25/2025
1243,67,5,5/5/2025
549,58,7,11/19/2024
359,297,5,1/18/2025
2737,215,1,11/6/2024
2974,330,4,2/13/2025
1722,141,,7/7/2024
2251,323,4,5/4/2025
3086,78,2,3/12/2025
1559,137,6,2/23/2025
440,106,1,8/3/2024
2176,345,1,6/23/2024
4198,195,1,6/26/2024
688,280,,11/24/2024
56,285,2,6/20/2025
1168,85,10,12/7/2024
4413,274,4,2/8/2025
2942,161,7,1/7/2025
93,265,6,9/14/2024
4427,155,3,9/1/2024
4483,298,3,12/15/2024
2183,103,3,6/18/2025
3485,100,8,2/17/2025
3775,44,7,3/9/2025
933,116,1,5/19/2025
2925,36,2,6/22/2024
1275,19,,11/19/2024
2263,5,6,10/10/2024
4467,83,1,8/18/2024
4372,242,,5/22/2025
2297,233,1,5/19/2025
3723,93,4,11/5/2024
2322,204,4,2/12/2025
4019,63,3,5/14/2025
4497,173,6,8/4/2024
310,333,5,2/7/2025
307,313,7,9/30/2024
3888,201,10,1/25/2025
2964,196,8,4/20/2025
3077,337,2,7/26/2024
1485,323,8,4/21/2025
1230,134,4,1/14/2025
2892,24,5,11/4/2024
1625,185,,12/29/2024
982,11,4,2/17/2025
2202,265,4,12/22/2024
2518,71,2,6/24/2024
2152,197,2,11/12/2024
354,315,1,7/7/2024
715,5,9,4/20/2025
4723,254,2,1/10/2025
1242,246,5,12/7/2024
718,316,,4/24/2025
3570,90,4,5/28/2025
2748,193,3,3/20/2025
547,245,,2/15/2025
2121,85,4,3/25/2025
635,18,,2/23/2025
1305,150,,9/5/2024
2334,206,7,6/4/2025
3486,193,4,6/30/2024
2788,306,10,3/9/2025
2699,36,3,12/11/2024
3014,146,,5/23/2025
3217,132,6,9/19/2024
2837,168,10,4/27/2025
2477,142,,12/8/2024
1591,139,3,7/9/2024
593,207,5,7/25/2024
1183,205,8,3/3/2025
1249,276,8,4/30/2025
3017,24,10,6/25/2024
165,60,5,3/26/2025
2181,139,4,5/31/2025
2428,210,8,11/26/2024
4333,191,6,8/12/2024
3727,64,7,9/1/2024
1174,238,6,12/1/2024
353,130,9,5/7/2025
27,198,2,12/7/2024
1117,122,7,3/12/2025
4684,34,8,10/15/2024
2534,134,1,2/7/2025
369,145,8,5/3/2025
4084,118,5,10/23/2024
3402,145,7,6/8/2025
134,170,2,3/24/2025
3950,94,10,5/9/2025
2474,163,2,5/21/2025
604,263,8,10/22/2024
4330,138,1,8/12/2024
4890,347,8,4/12/2025
1921,124,4,7/1/2024
4545,337,2,12/17/2024
2654,265,,3/29/2025
3224,214,2,1/9/2025
982,34,8,10/26/2024
4490,195,1,10/1/2024
3825,331,3,9/24/2024
980,205,6,6/29/2024
3559,78,1,9/21/2024
1347,338,7,8/14/2024
1325,42,9,6/12/2025
3609,27,,5/17/2025
260,45,9,1/6/2025
1765,303,,9/2/2024
1385,39,3,6/22/2024
1449,67,9,12/24/2024
1327,111,6,10/6/2024
4653,146,10,9/1/2024
586,178,2,4/10/2025
4674,186,,6/28/2024
3592,11,6,5/11/2025
811,301,8,10/13/2024
2114,98,6,11/25/2024
1423,39,5,6/17/2025
2041,66,7,2/13/2025
4611,270,5,9/17/2024
4931,267,7,5/13/2025
261,301,7,3/28/2025
4694,98,2,6/19/2025
4545,18,5,6/10/2025
3987,27,2,11/30/2024
3189,63,1,3/31/2025
2313,218,9,10/16/2024
169,102,8,3/20/2025
1155,15,7,7/9/2024
4964,245,3,11/19/2024
1774,349,10,5/23/2025
3914,190,7,5/9/2025
2874,144,,10/5/2024
3444,324,3,1/24/2025
4275,172,1,2/26/2025
2656,132,3,9/25/2024
3726,17,3,11/29/2024
2174,145,9,4/12/2025
1382,259,5,6/30/2024
4513,254,1,3/18/2025
2059,177,10,10/31/2024
4376,3,1,11/30/2024
4492,64,6,7/5/2024
3343,85,3,5/30/2025
1104,50,1,9/22/2024
2949,65,9,1/5/2025
3602,94,9,7/26/2024
2383,128,2,1/23/2025
1627,319,2,5/20/2025
37,326,2,5/26/2025
1210,338,8,12/15/2024
3883,5,8,3/30/2025
3276,331,7,10/22/2024
2671,111,8,9/20/2024
4040,21,3,6/16/2025
3250,8,4,2/6/2025
1462,159,10,9/20/2024
3880,27,2,12/3/2024
1846,202,10,6/12/2025
1141,49,7,8/15/2024
3673,275,1,4/9/2025
1703,279,5,6/3/2025
2630,80,6,5/24/2025
2913,144,8,6/30/2024
3916,193,9,11/1/2024
3064,210,7,10/17/2024
244,231,5,7/26/2024
1776,197,7,3/20/2025
1814,237,,7/4/2024
1740,281,4,1/31/2025
3292,21,10,2/21/2025
1750,77,,9/16/2024
4336,10,2,3/24/2025
2103,220,5,5/2/2025
2200,90,10,7/29/2024
4097,111,3,12/13/2024
2615,326,9,7/29/2024
718,29,7,3/29/2025
268,2,10,4/12/2025
1293,311,3,7/19/2024
2773,38,1,4/18/2025
1458,179,2,6/5/2025
671,189,10,4/2/2025
973,196,4,2/27/2025
3108,249,7,6/10/2025
351,36,10,3/20/2025
3418,132,1,11/15/2024
1774,84,10,6/14/2025
4554,240,1,11/18/2024
4207,299,2,4/2/2025
4574,244,7,12/13/2024
640,284,,5/14/2025
1471,225,6,9/28/2024
4326,249,2,9/21/2024
3156,265,7,4/5/2025
2147,21,,8/29/2024
1638,344,,1/3/2025
4541,143,4,2/16/2025
328,82,8,3/2/2025
1364,182,7,6/10/2025
3802,211,2,2/13/2025
3675,95,1,3/12/2025
1313,166,4,4/10/2025
4848,96,2,2/15/2025
2733,297,7,7/16/2024
3151,176,1,10/13/2024
2295,82,4,10/14/2024
4364,175,8,10/11/2024
4681,324,10,8/21/2024
2757,62,2,7/30/2024
1122,244,6,1/28/2025
4318,13,3,2/26/2025
1921,117,9,1/22/2025
3279,63,3,10/27/2024
4614,16,6,6/21/2025
3074,40,3,6/18/2025
1767,221,9,5/17/2025
2195,278,2,8/4/2024
166,162,1,1/2/2025
997,193,4,4/5/2025
59,18,4,3/17/2025
3396,102,5,10/21/2024
3273,325,9,10/7/2024
2191,254,2,12/22/2024
1206,68,9,1/28/2025
4436,103,6,5/28/2025
169,303,3,7/3/2024
4345,258,6,9/18/2024
3021,111,10,10/24/2024
4578,264,7,7/10/2024
4639,207,9,7/3/2024
1981,43,,8/12/2024
1460,118,8,9/18/2024
2510,52,9,7/9/2024
4938,67,,12/30/2024
2451,287,2,5/20/2025
1895,211,9,6/10/2025
2227,140,,4/28/2025
4931,312,4,10/16/2024
4803,55,6,3/13/2025
4525,150,1,4/18/2025
455,229,5,12/23/2024
4324,4,7,4/16/2025
3449,313,6,6/28/2024
706,96,9,4/9/2025
4585,172,5,4/11/2025
4287,90,3,9/1/2024
3821,129,1,12/5/2024
2091,224,8,10/14/2024
1592,193,10,2/19/2025
2886,27,,4/2/2025
4503,111,1,1/10/2025
4419,291,10,8/21/2024
1454,338,10,4/19/2025
4693,13,5,5/11/2025
4380,70,8,10/10/2024
4196,134,3,3/15/2025
1961,82,9,1/14/2025
3731,118,7,9/30/2024
152,317,5,7/21/2024
1925,5,8,7/26/2024
187,57,3,9/18/2024
2408,74,10,4/24/2025
52,274,2,3/4/2025
855,256,5,5/13/2025
1039,135,9,3/8/2025
252,254,3,5/14/2025
4164,60,5,7/25/2024
2875,168,1,2/12/2025
984,102,7,12/2/2024
2677,79,3,9/11/2024
137,325,10,10/23/2024
1126,260,9,12/3/2024
2427,270,6,6/5/2025
4701,297,5,5/24/2025
1706,45,7,2/19/2025
3031,275,3,10/5/2024
98,278,9,7/12/2024
1190,240,5,1/18/2025
4365,93,6,6/21/2025
1326,157,1,12/21/2024
645,101,9,11/25/2024
4797,185,4,4/15/2025
548,268,7,6/2/2025
3911,106,,7/7/2024
1319,223,7,11/20/2024
4104,175,6,8/25/2024
3695,154,,5/19/2025
2541,197,,11/8/2024
3620,240,6,4/15/2025
3388,237,10,11/21/2024
3180,151,1,1/8/2025
4573,343,4,3/28/2025
2827,299,1,7/17/2024
361,292,2,8/21/2024
1536,121,,12/5/2024
4909,237,8,11/26/2024
505,187,7,7/3/2024
4671,43,6,2/13/2025
214,76,5,5/9/2025
3979,98,9,12/6/2024
810,185,10,3/30/2025
1193,224,10,5/2/2025
3742,69,7,7/7/2024
2537,197,3,9/14/2024
3174,179,2,1/2/2025
2068,225,10,6/13/2025
4220,271,4,9/7/2024
1276,298,2,4/8/2025
3083,158,9,1/14/2025
4863,26,10,11/7/2024
579,313,6,3/27/2025
4360,345,5,2/23/2025
1644,229,4,8/4/2024
4139,258,8,8/17/2024
698,254,8,6/10/2025
1129,103,5,7/18/2024
4498,70,3,12/10/2024
2138,218,2,7/6/2024
81,263,2,2/28/2025
736,91,8,10/28/2024
2405,159,3,7/4/2024
4592,9,2,6/11/2025
1571,283,2,9/5/2024
1274,220,2,10/25/2024
2572,44,2,6/12/2025
246,10,10,6/28/2024
1056,146,3,8/21/2024
4421,312,2,10/22/2024
2289,55,9,12/31/2024
623,336,3,6/11/2025
2183,33,10,2/27/2025
4885,266,4,6/22/2024
2207,102,10,2/1/2025
1397,127,5,10/18/2024
2514,230,3,3/13/2025
2114,139,1,10/30/2024
850,345,,11/16/2024
1348,147,2,2/21/2025
4070,133,9,5/3/2025
1032,21,4,6/22/2024
2105,139,5,12/12/2024
4825,15,,6/20/2025
2132,323,6,6/6/2025
2121,326,7,1/25/2025
327,187,8,1/6/2025
3103,246,1,7/15/2024
2384,215,9,3/14/2025
413,4,7,2/2/2025
1346,90,7,4/15/2025
3332,119,3,6/21/2025
4893,3,3,11/30/2024
3789,28,10,6/30/2024
2821,253,,5/23/2025
2545,22,4,10/24/2024
4733,60,1,10/10/2024
2316,207,2,2/15/2025
977,149,,8/19/2024
2512,348,1,7/31/2024
519,57,7,8/31/2024
3158,24,3,10/4/2024
4291,88,5,1/30/2025
1629,33,5,4/22/2025
123,343,3,6/10/2025
681,108,9,5/16/2025
3074,219,10,2/16/2025
528,113,9,5/31/2025
436,249,10,10/5/2024
74,119,5,4/30/2025
4069,327,10,7/6/2024
1090,150,7,2/27/2025
2259,225,10,3/15/2025
1027,144,2,7/27/2024
4300,282,10,10/13/2024
3148,66,,3/28/2025
3820,115,3,4/2/2025
1663,37,8,9/27/2024
323,306,9,12/10/2024
3498,145,7,3/17/2025
1188,85,3,5/23/2025
430,275,1,3/12/2025
421,151,2,9/19/2024
4084,83,5,12/6/2024
591,227,1,1/22/2025
1095,158,6,2/17/2025
2935,57,5,9/19/2024
2779,81,3,3/3/2025
2606,316,3,5/15/2025
3621,278,1,3/1/2025
4741,99,2,4/2/2025
3166,111,6,6/21/2025
249,109,1,10/25/2024
2273,182,2,3/8/2025
1372,188,7,11/2/2024
4551,69,1,11/1/2024
1315,136,3,9/20/2024
2022,89,2,6/14/2025
2082,59,3,8/9/2024
470,231,2,10/7/2024
1511,252,,6/23/2024
2355,49,9,2/19/2025
3273,109,5,8/23/2024
1937,56,9,6/2/2025
605,259,9,11/8/2024
2984,82,2,3/9/2025
3721,22,4,10/11/2024
849,63,,11/23/2024
4268,346,7,7/1/2024
4544,301,6,3/14/2025
1349,212,3,6/17/2025
3194,282,6,9/29/2024
1704,104,1,9/11/2024
516,5,9,9/27/2024
4000,2,7,6/2/2025
3480,345,4,10/27/2024
4020,342,4,6/14/2025
3922,299,,5/14/2025
2666,232,9,7/2/2024
3083,147,7,7/15/2024
135,341,6,10/9/2024
3783,180,3,3/20/2025
3402,159,1,7/31/2024
754,140,1,8/1/2024
4736,4,5,7/2/2024
544,74,2,4/2/2025
757,321,3,11/4/2024
1205,255,7,3/15/2025
2803,341,4,11/24/2024
4346,139,,10/21/2024
2323,178,9,7/4/2024
887,290,5,12/31/2024
1054,312,8,2/21/2025
3914,215,5,3/4/2025
1460,333,3,4/2/2025
1818,208,9,9/2/2024
1318,245,2,10/15/2024
4525,53,1,3/4/2025
903,172,9,11/27/2024
3182,119,,6/29/2024
4458,140,4,2/11/2025
4147,29,,3/25/2025
4284,276,7,8/28/2024
1883,154,4,1/13/2025
4739,113,3,12/2/2024
3096,251,8,10/19/2024
2274,225,2,8/10/2024
4266,302,2,10/26/2024
1120,33,8,12/26/2024
3988,159,10,4/3/2025
476,272,9,6/13/2025
4390,161,3,3/3/2025
2983,83,5,10/18/2024
1546,129,6,5/5/2025
4985,88,,4/17/2025
4996,350,4,10/12/2024
4664,343,1,8/16/2024
4927,349,3,4/27/2025
1527,327,3,2/6/2025
344,305,5,2/10/2025
3585,48,9,9/26/2024
4026,196,3,1/23/2025
235,281,5,7/16/2024
1378,155,2,10/4/2024
3295,234,9,8/18/2024
3307,292,9,3/29/2025
4622,55,9,11/14/2024
623,307,9,10/1/2024
668,142,8,9/22/2024
4709,85,6,7/16/2024
2765,304,,1/10/2025
323,230,8,4/21/2025
2076,92,,1/31/2025
273,138,8,1/5/2025
954,282,2,12/11/2024
4887,147,9,9/26/2024
3829,319,4,1/18/2025
1551,82,10,9/29/2024
4112,303,,2/13/2025
1683,144,10,2/28/2025
2750,199,4,4/13/2025
3151,128,5,2/28/2025
483,250,5,3/26/2025
976,299,8,9/5/2024
3315,183,8,3/10/2025
1681,88,2,3/12/2025
3313,53,4,9/20/2024
1771,287,2,3/23/2025
301,111,6,10/25/2024
3027,335,4,10/3/2024
3906,206,10,2/11/2025
1168,312,2,2/17/2025
3176,62,7,8/31/2024
3557,242,,1/27/2025
2848,266,10,2/1/2025
1357,280,6,4/4/2025
4569,317,8,10/29/2024
1291,79,5,2/20/2025
3402,206,3,11/6/2024
1576,81,6,4/28/2025
3595,117,7,9/28/2024
3823,169,5,7/27/2024
3444,19,8,10/3/2024
3076,296,,10/9/2024
909,335,3,3/20/2025
499,177,8,2/17/2025
3102,13,5,10/26/2024
264,34,,5/2/2025
3797,278,4,11/24/2024
3361,248,2,2/2/2025
3481,188,9,12/17/2024
207,275,7,1/27/2025
3884,194,3,8/9/2024
4466,305,4,1/20/2025
2232,329,4,11/14/2024
2204,312,4,9/22/2024
4178,246,5,9/19/2024
4759,16,,12/13/2024
946,278,4,2/16/2025
967,90,7,3/13/2025
643,317,8,8/11/2024
4283,153,7,9/30/2024
2018,193,9,3/25/2025
4519,175,8,6/22/2024
3801,298,8,7/2/2024
3207,296,,8/14/2024
1062,311,,3/9/2025
2845,211,,9/30/2024
3516,178,3,9/29/2024
4291,298,4,9/4/2024
1323,124,4,2/16/2025
1650,88,10,1/28/2025
2250,108,,8/4/2024
676,206,1,2/11/2025
2389,41,6,11/26/2024
2873,7,1,11/21/2024
2550,102,,4/24/2025
2587,64,8,12/29/2024
355,200,5,12/1/2024
1214,292,7,9/27/2024
2916,81,8,12/2/2024
1543,267,,1/4/2025
3954,294,3,8/10/2024
334,211,6,4/28/2025
3450,100,5,5/28/2025
3573,304,5,2/8/2025
2114,4,9,10/22/2024
4614,59,8,2/9/2025
2757,185,3,5/27/2025
544,3,6,9/21/2024
3825,138,6,6/18/2025
651,101,6,11/29/2024
1642,254,7,7/1/2024
2233,113,8,1/1/2025
3380,223,10,6/10/2025
4388,214,3,4/2/2025
2154,315,1,12/15/2024
3130,234,9,3/19/2025
1668,301,,7/1/2024
1865,156,6,6/7/2025
1712,318,1,12/1/2024
3874,172,4,7/11/2024
2547,305,2,8/29/2024
769,161,,11/26/2024
2317,160,,4/15/2025
3293,160,7,7/24/2024
1432,77,3,5/5/2025
847,190,10,5/14/2025
1449,314,,11/25/2024
4703,337,4,11/25/2024
1825,249,6,12/23/2024
3063,271,3,6/24/2024
1758,37,7,4/21/2025
4059,234,9,4/27/2025
3017,238,2,9/8/2024
1036,158,6,9/4/2024
46,129,10,11/18/2024
3284,158,,9/20/2024
2087,172,9,11/29/2024
4337,216,4,7/24/2024
4247,105,,12/6/2024
3151,159,,10/18/2024
1903,293,5,4/27/2025
1457,234,6,5/22/2025
2758,145,7,1/5/2025
1419,24,3,1/7/2025
948,161,1,1/4/2025
1991,176,6,6/12/2025
2490,282,10,1/22/2025
3106,4,9,9/20/2024
119,13,2,5/21/2025
4046,305,,5/30/2025
4347,238,3,3/5/2025
1907,12,8,8/30/2024
1538,305,2,2/23/2025
2536,233,5,2/28/2025
4019,115,10,3/27/2025
4689,164,7,11/26/2024
2417,34,3,6/18/2025
2227,168,3,10/14/2024
1770,334,9,12/18/2024
782,13,2,9/16/2024
2353,74,8,6/8/2025
4693,349,4,8/15/2024
1400,178,7,4/26/2025
2666,280,9,11/21/2024
3465,196,9,8/5/2024
598,49,8,3/30/2025
1673,304,6,1/24/2025
2485,292,5,6/26/2024
4284,149,6,8/9/2024
1540,211,5,5/13/2025
861,197,1,5/20/2025
4190,341,5,10/21/2024
2461,182,6,3/28/2025
1200,338,,10/30/2024
198,311,1,11/3/2024
1532,160,3,4/19/2025
2198,179,7,1/25/2025
1950,53,1,10/9/2024
1347,15,8,3/7/2025
2273,85,,12/18/2024
3573,70,,11/12/2024
729,93,9,6/8/2025
3350,185,3,7/29/2024
5000,236,7,5/15/2025
3981,232,10,2/13/2025
3476,96,4,12/3/2024
4043,136,7,12/23/2024
267,342,6,7/22/2024
2963,134,9,8/16/2024
4295,225,1,1/20/2025
1924,347,3,6/25/2024
3225,268,10,1/1/2025
3056,248,9,2/26/2025
3590,185,10,11/12/2024
3981,216,9,10/17/2024
407,143,7,6/29/2024
1882,125,9,3/27/2025
3274,222,5,8/13/2024
66,300,9,10/21/2024
3399,253,10,10/12/2024
3254,172,7,2/19/2025
2162,296,3,1/17/2025
2721,222,3,3/8/2025
4887,83,8,6/22/2024
4137,287,2,8/13/2024
990,175,9,5/21/2025
1403,223,,11/1/2024
4625,142,5,11/4/2024
2831,290,,6/13/2025
3177,64,3,9/3/2024
3499,283,9,4/18/2025
1206,339,3,4/19/2025
4613,279,5,8/3/2024
3449,154,2,4/2/2025
3224,169,3,10/28/2024
4029,89,10,9/5/2024
869,182,5,9/29/2024
2067,226,3,3/20/2025
1352,167,,2/19/2025
2182,45,9,12/31/2024
661,169,8,11/13/2024
2718,328,2,11/21/2024
3199,71,5,8/13/2024
701,78,6,1/18/2025
1850,237,1,8/4/2024
2569,185,8,1/8/2025
1170,149,,5/13/2025
1786,295,8,5/18/2025
2943,208,1,11/16/2024
3861,8,6,1/22/2025
3357,44,6,8/28/2024
3452,67,9,8/21/2024
673,122,3,9/3/2024
2153,99,4,2/10/2025
4586,110,,1/11/2025
1663,186,6,7/3/2024
1660,82,4,5/29/2025
886,23,3,1/7/2025
3567,6,2,7/31/2024
2117,235,9,8/26/2024
4344,113,2,10/4/2024
1196,52,2,3/16/2025
1759,313,,3/2/2025
1865,47,6,1/7/2025
3095,22,7,3/25/2025
4300,298,7,7/28/2024
3045,348,6,1/17/2025
4788,52,2,8/24/2024
3679,331,4,10/30/2024
1659,48,1,5/19/2025
1568,54,1,6/23/2024
4456,237,9,11/3/2024
3485,7,8,3/13/2025
67,160,8,11/11/2024
1655,123,3,11/1/2024
4001,73,9,6/8/2025
2365,134,10,1/11/2025
2356,203,9,7/20/2024
1255,263,6,8/17/2024
1281,228,,1/26/2025
4311,236,4,3/20/2025
4349,145,4,6/12/2025
3461,98,10,2/25/2025
2343,28,10,5/10/2025
3642,197,9,2/9/2025
3649,34,9,12/6/2024
877,269,,12/15/2024
3283,212,10,6/10/2025
4269,45,9,7/4/2024
4162,286,1,4/13/2025
4093,136,7,12/29/2024
3744,66,9,7/20/2024
1556,171,7,4/28/2025
2457,131,6,7/17/2024
2839,10,6,4/13/2025
388,305,5,8/9/2024
747,340,10,8/19/2024
407,182,5,8/8/2024
454,84,1,8/7/2024
1066,236,8,4/21/2025
2992,74,4,6/13/2025
185,76,3,4/13/2025
4612,303,5,8/1/2024
2093,25,1,2/7/2025
1270,175,,11/2/2024
4766,85,5,6/2/2025
4583,57,3,1/11/2025
2294,341,,6/14/2025
750,42,,4/11/2025
4619,334,10,6/10/2025
4117,264,4,1/18/2025
4536,244,6,11/3/2024
771,70,4,2/11/2025
3911,20,5,8/25/2024
1620,71,,5/17/2025
348,320,4,8/10/2024
4104,278,4,3/25/2025
4530,162,5,10/4/2024
114,14,10,4/5/2025
4287,307,2,11/4/2024
4609,166,4,1/7/2025
3097,235,5,3/3/2025
4334,65,10,1/7/2025
1138,295,,10/28/2024
2289,52,4,12/11/2024
2525,131,,1/12/2025
3155,161,3,12/19/2024
3256,200,9,8/10/2024
1292,318,8,5/12/2025
2536,346,10,6/5/2025
726,285,10,5/12/2025
4897,293,10,2/20/2025
3614,14,1,9/27/2024
4607,111,9,3/30/2025
293,321,1,7/8/2024
2480,250,5,1/7/2025
2661,89,8,2/2/2025
316,4,9,11/23/2024
398,160,7,3/31/2025
2384,67,5,7/23/2024
1691,88,2,8/18/2024
1637,183,,9/14/2024
722,275,2,11/26/2024
764,128,4,1/16/2025
2063,331,6,1/18/2025
3085,160,1,5/7/2025
155,2,6,10/30/2024
3538,74,8,10/28/2024
255,138,2,6/5/2025
2138,159,10,8/15/2024
3190,55,8,8/17/2024
715,168,1,12/14/2024
4478,167,2,5/31/2025
3702,226,8,4/22/2025
3768,347,10,2/5/2025
4134,320,3,12/4/2024
3879,325,9,4/17/2025
2427,7,7,5/28/2025
1923,306,3,5/4/2025
1001,339,5,7/23/2024
1531,299,2,9/26/2024
1625,37,10,4/19/2025
3172,328,4,1/12/2025
3430,108,9,8/5/2024
773,122,3,5/29/2025
3036,196,9,5/19/2025
3382,232,10,4/15/2025
1427,68,1,10/26/2024
264,283,,9/2/2024
4508,46,10,2/5/2025
749,75,8,9/8/2024
1945,286,4,8/23/2024
926,235,8,7/4/2024
3729,166,7,6/27/2024
414,251,2,9/7/2024
3352,53,1,7/1/2024
1101,239,9,10/6/2024
963,203,9,3/5/2025
4021,187,8,1/18/2025
1114,100,2,3/2/2025
176,212,2,11/16/2024
931,203,1,11/16/2024
1781,87,8,10/29/2024
3562,34,8,6/30/2024
863,246,7,7/13/2024
1448,99,10,12/7/2024
4096,310,2,10/3/2024
353,178,5,9/6/2024
4953,3,9,9/21/2024
736,24,10,6/23/2024
1246,143,5,11/30/2024
3278,203,6,5/28/2025
1405,51,4,5/23/2025
1513,65,3,8/12/2024
1620,25,1,2/28/2025
319,199,10,6/12/2025
4736,300,10,7/9/2024
3975,90,3,8/30/2024
